,Qtr,StateAbbreviation,Deaths,Cases,UnemploymentRate(%),Personal_Income_Change,GDP_growth_rate,State,Mask,Cases_p,Deaths_p,CFR,CFR_p
219,2020Q3,CT,4508,57550,8.183333333333334,-4.4,32.6,Connecticut,"Yes, 04/17/2020",230125,6670,7.8,2.9000000000000004
220,2020Q3,DC,627,15326,,-1.9,19.2,District of Columbia,"Yes, 07/22/2020",34033,857,4.1000000000000005,2.5
221,2020Q3,DE,636,20613,9.233333333333333,-10.9,27.6,Delaware,"Yes, 09/16/2020",70910,1016,3.1,1.4000000000000001
222,2020Q3,FL,14316,706508,6.916915422885572,-4.8,33.4,Florida,"No, nan",1579273,24273,2.0,1.5
223,2020Q3,GA,6861,301485,5.918238993710692,-0.6,32.7,Georgia,"No, nan",796307,11967,2.3,1.5
224,2020Q3,GU,50,3457,,,,Guam,,8454,129,1.4000000000000001,1.5
225,2020Q3,HI,135,12555,16.558333333333334,-17.4,31.3,Hawaii,"Yes, 03/16/2020",24424,319,1.0999999999999999,1.3
226,2020Q3,IA,1358,89248,4.935,-20.0,36.4,Iowa,"Yes, 11/17/2020",306082,4324,1.5,1.4000000000000001
227,2020Q3,ID,469,42549,4.46969696969697,-15.6,43.3,Idaho,"No, nan",155641,1609,1.0999999999999999,1.0
228,2020Q3,IL,8935,296935,7.916993464052287,-4.5,34.5,Illinois,"Yes, 6/26/2020",1074719,20119,3.0,1.9
229,2020Q3,IN,3632,122295,5.947101449275363,-11.2,43.3,Indiana,"Yes, 07/27/2020",595760,9340,3.0,1.6
230,2020Q3,KS,678,60957,4.904126984126984,-15.1,34.3,Kansas,"Yes, 07/02/2020",262519,3525,1.0999999999999999,1.3
231,2020Q3,KY,1208,72830,6.204444444444444,-24.6,41.2,Kentucky,"Yes, 07/09/2020",331982,3462,1.7000000000000002,1.0
232,2020Q3,LA,5511,167458,8.225,-13.8,33.1,Louisiana,"Yes, 07/11/2020",369951,8253,3.3000000000000003,2.1999999999999997
233,2020Q3,MA,9456,132116,11.638095238095238,-15.3,33.1,Massachusetts,"Yes, 05/06/2020",473441,13705,7.199999999999999,2.9000000000000004
234,2020Q3,MD,3949,125217,6.901388888888889,-5.5,29.2,Maryland,"Yes, 07/31/2020",328417,6596,3.2,2.0
235,2020Q3,ME,141,5391,6.989583333333333,-19.9,37.3,Maine,"Yes, 05/01/2020",33876,514,2.6,1.5
236,2020Q3,MI,7084,138074,8.190361445783132,-22.7,44.2,Michigan,"Yes, 10/05/2020",583846,14677,5.1,2.5
237,2020Q3,MN,2089,99187,5.314942528735632,-16.7,36.3,Minnesota,"Yes, 07/25/2020",447417,6007,2.1,1.3
238,2020Q3,MO,2157,130065,5.447246376811594,-17.8,36.7,Missouri,"No, nan",469352,6655,1.7000000000000002,1.4000000000000001
239,2020Q3,MP,2,70,,,,Northern Mariana Islands,,128,2,2.9000000000000004,1.6
240,2020Q3,MS,2969,98190,9.301219512195122,-20.0,39.5,Mississippi,"No, nan",253932,5524,3.0,2.1999999999999997
241,2020Q3,MT,180,13179,5.051785714285715,-20.5,30.8,Montana,"Yes, 07/15/2020",89584,1093,1.4000000000000001,1.2
242,2020Q3,NC,3565,211004,7.248333333333333,-12.5,35.7,North Carolina,"Yes, 06/24/2020",676315,8131,1.7000000000000002,1.2
243,2020Q3,ND,250,21849,4.376729559748427,-20.6,22.4,North Dakota,"Yes, 11/14/2020",95956,1406,1.0999999999999999,1.5
244,2020Q3,NE,493,45564,3.056989247311828,-15.3,33.2,Nebraska,"No, nan",182393,1896,1.0999999999999999,1.0
245,2020Q3,NH,439,8266,6.376666666666667,-13.1,40.9,New Hampshire,"Yes, 11/20/2020",57864,933,5.3,1.6
246,2020Q3,NJ,16122,207062,10.517460317460317,-8.7,37.2,New Jersey,"Yes, 07-08-2020",631074,20458,7.8,3.2
247,2020Q3,NM,877,29435,10.951515151515151,-14.9,23.6,New Mexico,"Yes, 05/16/2020",164263,2960,3.0,1.7999999999999998
248,2020Q3,NV,1600,80084,6.452941176470588,-15.7,52.2,Nevada,"Yes, 06/24/2020",262880,3784,2.0,1.4000000000000001
249,2020Q3,NY,32757,463369,9.323655913978495,-9.1,30.3,New York,"Yes, 04/17/2020",1256228,40753,7.1,3.2
250,2020Q3,OH,4804,153987,7.856439393939394,-16.4,36.9,Ohio,"Yes, 07/23/2020",831066,10281,3.1,1.2
251,2020Q3,OK,1031,87199,5.7463203463203465,-23.6,24.2,Oklahoma,"No, nan",356816,2994,1.2,0.8
252,2020Q3,OR,560,33554,7.883333333333333,-11.3,35.1,Oregon,"Yes, 07/01/2020",133851,1811,1.7000000000000002,1.4000000000000001
253,2020Q3,PA,8216,164135,9.818407960199005,-10.6,35.5,Pennsylvania,"Yes, 07/01/2020",776490,19390,5.0,2.5
254,2020Q3,PR,661,48755,8.92863247863248,,,Puerto Rico,"No, nan",121554,1703,1.4000000000000001,1.4000000000000001
255,2020Q3,RI,1114,24748,10.146666666666667,-15.8,35.5,Rhode Island,"Yes, 05-08-2020",104443,2005,4.5,1.9
256,2020Q3,SC,3378,147942,7.377536231884058,-16.3,38.5,South Carolina,"No, nan",391464,6248,2.3,1.6
257,2020Q3,SD,223,22389,5.01010101010101,-17.6,32.1,South Dakota,"No, nan",105659,1667,1.0,1.6
258,2020Q3,TN,2429,193357,7.454385964912281,-9.6,46.5,Tennessee,"No, nan",674915,8350,1.3,1.2
259,2020Q3,TX,16102,784027,6.979396325459318,-8.8,29.7,Texas,"Yes, 07/03/2020",2138574,32858,2.1,1.5
260,2020Q3,UT,460,73053,4.69080459770115,-14.9,34.4,Utah,"Yes, 11/09/2020",324919,1500,0.6,0.5
261,2020Q3,VA,3208,148271,6.7734335839599,-6.6,29.5,Virginia,"Yes, 05/26/2020",446550,5739,2.1999999999999997,1.3
262,2020Q3,VI,20,1318,,,,Virgin Islands,,2260,24,1.5,1.0999999999999999
263,2020Q3,VT,58,1752,5.847619047619047,-20.3,43.0,Vermont,"Yes, 08/01/2020",10220,163,3.3000000000000003,1.6
264,2020Q3,WA,2222,91560,9.184615384615384,-7.3,36.6,Washington,"Yes, 06/26/2020",293739,3974,2.4,1.4000000000000001
265,2020Q3,WI,1338,129172,5.8902777777777775,-14.5,40.3,Wisconsin,"Yes, 08/01/2020",569335,5930,1.0,1.0
266,2020Q3,WV,350,15848,9.52,-29.9,30.5,West Virginia,"Yes, 06/06/2020",109809,1784,2.1999999999999997,1.6
267,2020Q3,WY,50,5948,5.521739130434782,-17.1,19.4,Wyoming,"No, nan",49708,522,0.8,1.0999999999999999
268,2020Q4,AK,198,46740,8.210344827586207,,,Alaska,"No, nan",51785,220,0.4,0.4
269,2020Q4,AL,4827,361226,4.9358208955223875,,,Alabama,"Yes, 07/16/2020",424028,6121,1.3,1.4000000000000001
270,2020Q4,AR,3676,225138,5.874666666666667,,,Arkansas,"Yes, 07/20/2020",272263,4343,1.6,1.6
271,2020Q4,AZ,8879,523829,8.620000000000001,,,Arizona,"No, nan",679282,11265,1.7000000000000002,1.7000000000000002
272,2020Q4,CA,25965,2307769,7.391379310344828,,,California,"Yes, 07/18/2020",3032007,33742,1.0999999999999999,1.0999999999999999
273,2020Q4,CO,4879,335579,5.3234375,,,Colorado,"Yes, 07/17/2020",378311,5462,1.5,1.4000000000000001
274,2020Q4,CT,5995,185708,6.31875,,,Connecticut,"Yes, 04/17/2020",230125,6670,3.2,2.9000000000000004
275,2020Q4,DC,786,28983,,,,District of Columbia,"Yes, 07/22/2020",34033,857,2.7,2.5
276,2020Q4,DE,926,57456,5.016666666666667,,,Delaware,"Yes, 09/16/2020",70910,1016,1.6,1.4000000000000001
277,2020Q4,FL,21672,1323307,5.428358208955224,,,Florida,"No, nan",1579273,24273,1.6,1.5
278,2020Q4,GA,10588,644065,4.513522012578616,,,Georgia,"No, nan",796307,11967,1.6,1.5
279,2020Q4,GU,123,8286,,,,Guam,,8454,129,1.5,1.5
280,2020Q4,HI,286,21459,14.45,,,Hawaii,"Yes, 03/16/2020",24424,319,1.3,1.3
281,2020Q4,IA,3891,281712,2.752,,,Iowa,"Yes, 11/17/2020",306082,4324,1.4000000000000001,1.4000000000000001
282,2020Q4,ID,1438,141388,4.910227272727273,,,Idaho,"No, nan",155641,1609,1.0,1.0
283,2020Q4,IL,17979,965840,4.870588235294118,,,Illinois,"Yes, 6/26/2020",1074719,20119,1.9,1.9
284,2020Q4,IN,8263,514455,4.488586956521739,,,Indiana,"Yes, 07/27/2020",595760,9340,1.6,1.6
285,2020Q4,KS,2741,225455,3.817142857142857,,,Kansas,"Yes, 07/02/2020",262519,3525,1.2,1.3
286,2020Q4,KY,2956,268828,6.3075,,,Kentucky,"Yes, 07/09/2020",331982,3462,1.0999999999999999,1.0
287,2020Q4,LA,7488,315275,8.06328125,,,Louisiana,"Yes, 07/11/2020",369951,8253,2.4,2.1999999999999997
288,2020Q4,MA,12423,375178,6.521428571428571,,,Massachusetts,"Yes, 05/06/2020",473441,13705,3.3000000000000003,2.9000000000000004
289,2020Q4,MD,5895,276834,6.4624999999999995,,,Maryland,"Yes, 07/31/2020",328417,6596,2.1,2.0
290,2020Q4,ME,347,24201,4.825,,,Maine,"Yes, 05/01/2020",33876,514,1.4000000000000001,1.5
291,2020Q4,MI,13010,527199,4.908433734939758,,,Michigan,"Yes, 10/05/2020",583846,14677,2.5,2.5
292,2020Q4,MN,5382,415361,3.5758620689655176,,,Minnesota,"Yes, 07/25/2020",447417,6007,1.3,1.3
293,2020Q4,MO,5887,418637,3.4330434782608696,,,Missouri,"No, nan",469352,6655,1.4000000000000001,1.4000000000000001
294,2020Q4,MP,2,122,,,,Northern Mariana Islands,,128,2,1.6,1.6
295,2020Q4,MS,4787,215811,7.471951219512196,,,Mississippi,"No, nan",253932,5524,2.1999999999999997,2.1999999999999997
296,2020Q4,MT,962,81701,4.116964285714286,,,Montana,"Yes, 07/15/2020",89584,1093,1.2,1.2
297,2020Q4,NC,6811,541070,6.037000000000001,,,North Carolina,"Yes, 06/24/2020",676315,8131,1.3,1.2
298,2020Q4,ND,1299,92502,3.755660377358491,,,North Dakota,"Yes, 11/14/2020",95956,1406,1.4000000000000001,1.5
299,2020Q4,NE,1679,167128,2.188709677419355,,,Nebraska,"No, nan",182393,1896,1.0,1.0
300,2020Q4,NH,759,44028,3.575,,,New Hampshire,"Yes, 11/20/2020",57864,933,1.7000000000000002,1.6
301,2020Q4,NJ,19042,479381,8.819047619047618,,,New Jersey,"Yes, 07-08-2020",631074,20458,4.0,3.2
302,2020Q4,NM,2479,142897,7.496969696969697,,,New Mexico,"Yes, 05/16/2020",164263,2960,1.7000000000000002,1.7999999999999998
303,2020Q4,NV,3136,225178,5.485294117647059,,,Nevada,"Yes, 06/24/2020",262880,3784,1.4000000000000001,1.4000000000000001
304,2020Q4,NY,37557,979040,5.966129032258064,,,New York,"Yes, 04/17/2020",1256228,40753,3.8,3.2
305,2020Q4,OH,8962,700380,5.159659090909091,,,Ohio,"Yes, 07/23/2020",831066,10281,1.3,1.2
306,2020Q4,OK,2489,290936,5.872727272727273,,,Oklahoma,"No, nan",356816,2994,0.8999999999999999,0.8
307,2020Q4,OR,1485,113929,5.488888888888889,,,Oregon,"Yes, 07/01/2020",133851,1811,1.3,1.4000000000000001
308,2020Q4,PA,16020,646060,6.175373134328358,,,Pennsylvania,"Yes, 07/01/2020",776490,19390,2.5,2.5
309,2020Q4,PR,1503,109906,9.532692307692306,,,Puerto Rico,"No, nan",121554,1703,1.4000000000000001,1.4000000000000001
310,2020Q4,RI,1777,87949,5.970000000000001,,,Rhode Island,"Yes, 05-08-2020",104443,2005,2.0,1.9
311,2020Q4,SC,5296,307507,4.591304347826087,,,South Carolina,"No, nan",391464,6248,1.7000000000000002,1.6
312,2020Q4,SD,1488,99164,3.4734848484848486,,,South Dakota,"No, nan",105659,1667,1.5,1.6
313,2020Q4,TN,6846,572579,6.1547368421052635,,,Tennessee,"No, nan",674915,8350,1.2,1.2
314,2020Q4,TX,28155,1772163,6.984448818897637,,,Texas,"Yes, 07/03/2020",2138574,32858,1.6,1.5
315,2020Q4,UT,1270,276612,4.363793103448276,,,Utah,"Yes, 11/09/2020",324919,1500,0.5,0.5
316,2020Q4,VA,5032,349584,4.746240601503759,,,Virginia,"Yes, 05/26/2020",446550,5739,1.4000000000000001,1.3
317,2020Q4,VI,23,2031,,,,Virgin Islands,,2260,24,1.0999999999999999,1.0999999999999999
318,2020Q4,VT,136,7412,2.7535714285714286,,,Vermont,"Yes, 08/01/2020",10220,163,1.7999999999999998,1.6
319,2020Q4,WA,3523,251064,6.356410256410257,,,Washington,"Yes, 06/26/2020",293739,3974,1.4000000000000001,1.4000000000000001
320,2020Q4,WI,5245,520438,4.879861111111111,,,Wisconsin,"Yes, 08/01/2020",569335,5930,1.0,1.0
321,2020Q4,WV,1338,85334,6.378181818181818,,,West Virginia,"Yes, 06/06/2020",109809,1784,1.6,1.6
322,2020Q4,WY,438,44409,4.5456521739130435,,,Wyoming,"No, nan",49708,522,1.0,1.0999999999999999
323,2021Q1,AK,220,51785,,,,Alaska,"No, nan",51785,220,0.4,0.4
324,2021Q1,AL,6121,424028,,,,Alabama,"Yes, 07/16/2020",424028,6121,1.4000000000000001,1.4000000000000001
325,2021Q1,AR,4343,272263,,,,Arkansas,"Yes, 07/20/2020",272263,4343,1.6,1.6
326,2021Q1,AZ,11266,679282,,,,Arizona,"No, nan",679282,11265,1.7000000000000002,1.7000000000000002
327,2021Q1,CA,33742,3032007,,,,California,"Yes, 07/18/2020",3032007,33742,1.0999999999999999,1.0999999999999999
328,2021Q1,CO,5462,378311,,,,Colorado,"Yes, 07/17/2020",378311,5462,1.4000000000000001,1.4000000000000001
329,2021Q1,CT,6670,230125,,,,Connecticut,"Yes, 04/17/2020",230125,6670,2.9000000000000004,2.9000000000000004
330,2021Q1,DC,857,34033,,,,District of Columbia,"Yes, 07/22/2020",34033,857,2.5,2.5
331,2021Q1,DE,1016,70910,,,,Delaware,"Yes, 09/16/2020",70910,1016,1.4000000000000001,1.4000000000000001
332,2021Q1,FL,24273,1579273,,,,Florida,"No, nan",1579273,24273,1.5,1.5
333,2021Q1,GA,11967,796307,,,,Georgia,"No, nan",796307,11967,1.5,1.5
334,2021Q1,GU,129,8454,,,,Guam,,8454,129,1.5,1.5
335,2021Q1,HI,319,24424,,,,Hawaii,"Yes, 03/16/2020",24424,319,1.3,1.3
336,2021Q1,IA,4324,306082,,,,Iowa,"Yes, 11/17/2020",306082,4324,1.4000000000000001,1.4000000000000001
337,2021Q1,ID,1609,155641,,,,Idaho,"No, nan",155641,1609,1.0,1.0
338,2021Q1,IL,20119,1074719,,,,Illinois,"Yes, 6/26/2020",1074719,20119,1.9,1.9
339,2021Q1,IN,9340,595760,,,,Indiana,"Yes, 07/27/2020",595760,9340,1.6,1.6
340,2021Q1,KS,3525,262519,,,,Kansas,"Yes, 07/02/2020",262519,3525,1.3,1.3
341,2021Q1,KY,3462,331982,,,,Kentucky,"Yes, 07/09/2020",331982,3462,1.0,1.0
342,2021Q1,LA,8253,369951,,,,Louisiana,"Yes, 07/11/2020",369951,8253,2.1999999999999997,2.1999999999999997
343,2021Q1,MA,13705,473441,,,,Massachusetts,"Yes, 05/06/2020",473441,13705,2.9000000000000004,2.9000000000000004
344,2021Q1,MD,6596,328417,,,,Maryland,"Yes, 07/31/2020",328417,6596,2.0,2.0
345,2021Q1,ME,514,33876,,,,Maine,"Yes, 05/01/2020",33876,514,1.5,1.5
346,2021Q1,MI,14677,583846,,,,Michigan,"Yes, 10/05/2020",583846,14677,2.5,2.5
347,2021Q1,MN,6007,447417,,,,Minnesota,"Yes, 07/25/2020",447417,6007,1.3,1.3
348,2021Q1,MO,6655,469352,,,,Missouri,"No, nan",469352,6655,1.4000000000000001,1.4000000000000001
349,2021Q1,MP,2,128,,,,Northern Mariana Islands,,128,2,1.6,1.6
350,2021Q1,MS,5524,253932,,,,Mississippi,"No, nan",253932,5524,2.1999999999999997,2.1999999999999997
351,2021Q1,MT,1093,89584,,,,Montana,"Yes, 07/15/2020",89584,1093,1.2,1.2
352,2021Q1,NC,8131,676315,,,,North Carolina,"Yes, 06/24/2020",676315,8131,1.2,1.2
353,2021Q1,ND,1406,95956,,,,North Dakota,"Yes, 11/14/2020",95956,1406,1.5,1.5
354,2021Q1,NE,1896,182393,,,,Nebraska,"No, nan",182393,1896,1.0,1.0
355,2021Q1,NH,933,57864,,,,New Hampshire,"Yes, 11/20/2020",57864,933,1.6,1.6
356,2021Q1,NJ,20458,631074,,,,New Jersey,"Yes, 07-08-2020",631074,20458,3.2,3.2
357,2021Q1,NM,2960,164263,,,,New Mexico,"Yes, 05/16/2020",164263,2960,1.7999999999999998,1.7999999999999998
358,2021Q1,NV,3784,262880,,,,Nevada,"Yes, 06/24/2020",262880,3784,1.4000000000000001,1.4000000000000001
359,2021Q1,NY,40753,1256228,,,,New York,"Yes, 04/17/2020",1256228,40753,3.2,3.2
360,2021Q1,OH,10281,831066,,,,Ohio,"Yes, 07/23/2020",831066,10281,1.2,1.2
361,2021Q1,OK,2994,356816,,,,Oklahoma,"No, nan",356816,2994,0.8,0.8
362,2021Q1,OR,1811,133851,,,,Oregon,"Yes, 07/01/2020",133851,1811,1.4000000000000001,1.4000000000000001
363,2021Q1,PA,19390,776490,,,,Pennsylvania,"Yes, 07/01/2020",776490,19390,2.5,2.5
364,2021Q1,PR,1703,121554,,,,Puerto Rico,"No, nan",121554,1703,1.4000000000000001,1.4000000000000001
365,2021Q1,RI,2005,104443,,,,Rhode Island,"Yes, 05-08-2020",104443,2005,1.9,1.9
366,2021Q1,SC,6248,391464,,,,South Carolina,"No, nan",391464,6248,1.6,1.6
367,2021Q1,SD,1667,105659,,,,South Dakota,"No, nan",105659,1667,1.6,1.6
368,2021Q1,TN,8350,674915,,,,Tennessee,"No, nan",674915,8350,1.2,1.2
369,2021Q1,TX,32858,2138574,,,,Texas,"Yes, 07/03/2020",2138574,32858,1.5,1.5
370,2021Q1,UT,1500,324919,,,,Utah,"Yes, 11/09/2020",324919,1500,0.5,0.5
371,2021Q1,VA,5739,446550,,,,Virginia,"Yes, 05/26/2020",446550,5739,1.3,1.3
372,2021Q1,VI,24,2260,,,,Virgin Islands,,2260,24,1.0999999999999999,1.0999999999999999
373,2021Q1,VT,163,10220,,,,Vermont,"Yes, 08/01/2020",10220,163,1.6,1.6
374,2021Q1,WA,3974,293739,,,,Washington,"Yes, 06/26/2020",293739,3974,1.4000000000000001,1.4000000000000001
375,2021Q1,WI,5930,569335,,,,Wisconsin,"Yes, 08/01/2020",569335,5930,1.0,1.0
376,2021Q1,WV,1784,109809,,,,West Virginia,"Yes, 06/06/2020",109809,1784,1.6,1.6
377,2021Q1,WY,522,49708,,,,Wyoming,"No, nan",49708,522,1.0999999999999999,1.0999999999999999
