StateFIPSCode,CountyFIPSCode,County Name/State Abbreviation,Period,UnemploymentRate(%)
72,127,"San Juan Municipio, PR",May-20,8.4 
72,129,"San Lorenzo Municipio, PR",May-20,9.1 
72,131,"San Sebastian Municipio, PR",May-20,12.8 
72,133,"Santa Isabel Municipio, PR",May-20,6.9 
72,135,"Toa Alta Municipio, PR",May-20,8.4 
72,137,"Toa Baja Municipio, PR",May-20,8.6 
72,139,"Trujillo Alto Municipio, PR",May-20,6.8 
72,141,"Utuado Municipio, PR",May-20,9.7 
72,143,"Vega Alta Municipio, PR",May-20,11.5 
72,145,"Vega Baja Municipio, PR",May-20,13.1 
72,147,"Vieques Municipio, PR",May-20,9.0 
72,149,"Villalba Municipio, PR",May-20,10.0 
72,151,"Yabucoa Municipio, PR",May-20,10.9 
72,153,"Yauco Municipio, PR",May-20,12.3 
01,001,"Autauga County, AL",Jun-20,6.6 
01,003,"Baldwin County, AL",Jun-20,7.3 
01,005,"Barbour County, AL",Jun-20,8.7 
01,007,"Bibb County, AL",Jun-20,8.5 
01,009,"Blount County, AL",Jun-20,5.6 
01,011,"Bullock County, AL",Jun-20,6.5 
01,013,"Butler County, AL",Jun-20,10.7 
01,015,"Calhoun County, AL",Jun-20,9.3 
01,017,"Chambers County, AL",Jun-20,9.5 
01,019,"Cherokee County, AL",Jun-20,5.9 
01,021,"Chilton County, AL",Jun-20,6.7 
01,023,"Choctaw County, AL",Jun-20,9.5 
01,025,"Clarke County, AL",Jun-20,11.0 
01,027,"Clay County, AL",Jun-20,4.5 
01,029,"Cleburne County, AL",Jun-20,6.0 
01,031,"Coffee County, AL",Jun-20,5.9 
01,033,"Colbert County, AL",Jun-20,8.8 
01,035,"Conecuh County, AL",Jun-20,9.0 
01,037,"Coosa County, AL",Jun-20,6.7 
01,039,"Covington County, AL",Jun-20,6.3 
01,041,"Crenshaw County, AL",Jun-20,6.8 
01,043,"Cullman County, AL",Jun-20,5.4 
01,045,"Dale County, AL",Jun-20,6.4 
01,047,"Dallas County, AL",Jun-20,13.1 
01,049,"DeKalb County, AL",Jun-20,5.6 
01,051,"Elmore County, AL",Jun-20,6.6 
01,053,"Escambia County, AL",Jun-20,8.0 
01,055,"Etowah County, AL",Jun-20,9.7 
01,057,"Fayette County, AL",Jun-20,6.9 
01,059,"Franklin County, AL",Jun-20,5.6 
01,061,"Geneva County, AL",Jun-20,5.6 
01,063,"Greene County, AL",Jun-20,13.7 
01,065,"Hale County, AL",Jun-20,11.8 
01,067,"Henry County, AL",Jun-20,6.4 
01,069,"Houston County, AL",Jun-20,7.4 
01,071,"Jackson County, AL",Jun-20,6.8 
01,073,"Jefferson County, AL",Jun-20,8.5 
01,075,"Lamar County, AL",Jun-20,6.2 
01,077,"Lauderdale County, AL",Jun-20,7.4 
01,079,"Lawrence County, AL",Jun-20,6.8 
01,081,"Lee County, AL",Jun-20,7.4 
01,083,"Limestone County, AL",Jun-20,5.7 
01,085,"Lowndes County, AL",Jun-20,16.8 
01,087,"Macon County, AL",Jun-20,12.8 
01,089,"Madison County, AL",Jun-20,6.5 
01,091,"Marengo County, AL",Jun-20,8.0 
01,093,"Marion County, AL",Jun-20,6.3 
01,095,"Marshall County, AL",Jun-20,5.3 
01,097,"Mobile County, AL",Jun-20,11.4 
01,099,"Monroe County, AL",Jun-20,10.4 
01,101,"Montgomery County, AL",Jun-20,10.9 
01,103,"Morgan County, AL",Jun-20,6.2 
01,105,"Perry County, AL",Jun-20,13.8 
01,107,"Pickens County, AL",Jun-20,8.4 
01,109,"Pike County, AL",Jun-20,6.7 
01,111,"Randolph County, AL",Jun-20,6.4 
01,113,"Russell County, AL",Jun-20,7.4 
01,115,"St. Clair County, AL",Jun-20,6.5 
01,117,"Shelby County, AL",Jun-20,5.3 
01,119,"Sumter County, AL",Jun-20,9.5 
01,121,"Talladega County, AL",Jun-20,8.3 
01,123,"Tallapoosa County, AL",Jun-20,8.3 
01,125,"Tuscaloosa County, AL",Jun-20,8.9 
01,127,"Walker County, AL",Jun-20,7.9 
01,129,"Washington County, AL",Jun-20,11.1 
01,131,"Wilcox County, AL",Jun-20,18.3 
01,133,"Winston County, AL",Jun-20,6.1 
02,013,"Aleutians East Borough, AK",Jun-20,5.6 
02,016,"Aleutians West Census Area, AK",Jun-20,9.5 
02,020,"Anchorage Borough/municipality, AK",Jun-20,12.0 
02,050,"Bethel Census Area, AK",Jun-20,15.8 
02,060,"Bristol Bay Borough, AK",Jun-20,6.9 
02,068,"Denali Borough, AK",Jun-20,12.2 
02,070,"Dillingham Census Area, AK",Jun-20,10.1 
02,090,"Fairbanks North Star Borough, AK",Jun-20,10.5 
02,100,"Haines Borough, AK",Jun-20,20.1 
02,105,"Hoonah-Angoon Census Area, AK",Jun-20,16.7 
02,110,"Juneau Borough/city, AK",Jun-20,11.7 
02,122,"Kenai Peninsula Borough, AK",Jun-20,13.4 
02,130,"Ketchikan Gateway Borough, AK",Jun-20,14.5 
02,150,"Kodiak Island Borough, AK",Jun-20,10.3 
02,158,"Kusilvak Census Area, AK",Jun-20,24.7 
02,164,"Lake and Peninsula Borough, AK",Jun-20,12.3 
02,170,"Matanuska-Susitna Borough, AK",Jun-20,13.1 
02,180,"Nome Census Area, AK",Jun-20,16.1 
02,185,"North Slope Borough, AK",Jun-20,9.9 
02,188,"Northwest Arctic Borough, AK",Jun-20,18.8 
02,195,"Petersburg Borough, AK",Jun-20,13.6 
02,198,"Prince of Wales-Hyder Census Area, AK",Jun-20,14.1 
02,220,"Sitka Borough/city, AK",Jun-20,11.8 
02,230,"Skagway Municipality, AK",Jun-20,18.7 
02,240,"Southeast Fairbanks Census Area, AK",Jun-20,10.8 
02,261,"Valdez-Cordova Census Area, AK",Jun-20,10.3 
02,275,"Wrangell Borough/city, AK",Jun-20,12.9 
02,282,"Yakutat Borough/city, AK",Jun-20,12.9 
02,290,"Yukon-Koyukuk Census Area, AK",Jun-20,16.3 
04,001,"Apache County, AZ",Jun-20,16.3 
04,003,"Cochise County, AZ",Jun-20,8.8 
04,005,"Coconino County, AZ",Jun-20,13.3 
04,007,"Gila County, AZ",Jun-20,9.2 
04,009,"Graham County, AZ",Jun-20,8.9 
04,011,"Greenlee County, AZ",Jun-20,7.1 
04,012,"La Paz County, AZ",Jun-20,8.0 
04,013,"Maricopa County, AZ",Jun-20,9.8 
04,015,"Mohave County, AZ",Jun-20,12.7 
04,017,"Navajo County, AZ",Jun-20,12.9 
04,019,"Pima County, AZ",Jun-20,9.9 
04,021,"Pinal County, AZ",Jun-20,9.9 
04,023,"Santa Cruz County, AZ",Jun-20,13.6 
04,025,"Yavapai County, AZ",Jun-20,9.2 
04,027,"Yuma County, AZ",Jun-20,22.0 
05,001,"Arkansas County, AR",Jun-20,5.7 
05,003,"Ashley County, AR",Jun-20,11.5 
05,005,"Baxter County, AR",Jun-20,9.1 
05,007,"Benton County, AR",Jun-20,6.4 
05,009,"Boone County, AR",Jun-20,7.0 
05,011,"Bradley County, AR",Jun-20,7.6 
05,013,"Calhoun County, AR",Jun-20,6.8 
05,015,"Carroll County, AR",Jun-20,7.5 
05,017,"Chicot County, AR",Jun-20,13.8 
05,019,"Clark County, AR",Jun-20,8.4 
05,021,"Clay County, AR",Jun-20,8.4 
05,023,"Cleburne County, AR",Jun-20,9.7 
05,025,"Cleveland County, AR",Jun-20,7.7 
05,027,"Columbia County, AR",Jun-20,8.5 
05,029,"Conway County, AR",Jun-20,8.2 
05,031,"Craighead County, AR",Jun-20,7.9 
05,033,"Crawford County, AR",Jun-20,7.3 
05,035,"Crittenden County, AR",Jun-20,11.9 
05,037,"Cross County, AR",Jun-20,7.4 
05,039,"Dallas County, AR",Jun-20,7.6 
05,041,"Desha County, AR",Jun-20,9.2 
05,043,"Drew County, AR",Jun-20,8.8 
05,045,"Faulkner County, AR",Jun-20,7.7 
05,047,"Franklin County, AR",Jun-20,7.6 
05,049,"Fulton County, AR",Jun-20,7.2 
05,051,"Garland County, AR",Jun-20,10.9 
05,053,"Grant County, AR",Jun-20,7.3 
05,055,"Greene County, AR",Jun-20,8.6 
05,057,"Hempstead County, AR",Jun-20,6.9 
05,059,"Hot Spring County, AR",Jun-20,8.0 
05,061,"Howard County, AR",Jun-20,6.5 
05,063,"Independence County, AR",Jun-20,7.7 
05,065,"Izard County, AR",Jun-20,11.2 
05,067,"Jackson County, AR",Jun-20,9.6 
05,069,"Jefferson County, AR",Jun-20,10.1 
05,071,"Johnson County, AR",Jun-20,8.2 
05,073,"Lafayette County, AR",Jun-20,9.9 
05,075,"Lawrence County, AR",Jun-20,8.5 
05,077,"Lee County, AR",Jun-20,9.6 
05,079,"Lincoln County, AR",Jun-20,7.6 
05,081,"Little River County, AR",Jun-20,8.2 
05,083,"Logan County, AR",Jun-20,9.5 
05,085,"Lonoke County, AR",Jun-20,7.7 
05,087,"Madison County, AR",Jun-20,5.3 
05,089,"Marion County, AR",Jun-20,8.7 
05,091,"Miller County, AR",Jun-20,8.9 
05,093,"Mississippi County, AR",Jun-20,12.7 
05,095,"Monroe County, AR",Jun-20,9.5 
05,097,"Montgomery County, AR",Jun-20,9.2 
05,099,"Nevada County, AR",Jun-20,8.5 
05,101,"Newton County, AR",Jun-20,6.7 
05,103,"Ouachita County, AR",Jun-20,8.0 
05,105,"Perry County, AR",Jun-20,7.3 
05,107,"Phillips County, AR",Jun-20,12.1 
05,109,"Pike County, AR",Jun-20,7.9 
05,111,"Poinsett County, AR",Jun-20,7.4 
05,113,"Polk County, AR",Jun-20,8.4 
05,115,"Pope County, AR",Jun-20,7.7 
05,117,"Prairie County, AR",Jun-20,8.2 
05,119,"Pulaski County, AR",Jun-20,10.3 
05,121,"Randolph County, AR",Jun-20,7.9 
05,123,"St. Francis County, AR",Jun-20,9.8 
05,125,"Saline County, AR",Jun-20,7.3 
05,127,"Scott County, AR",Jun-20,6.2 
05,129,"Searcy County, AR",Jun-20,8.5 
05,131,"Sebastian County, AR",Jun-20,8.0 
05,133,"Sevier County, AR",Jun-20,7.4 
05,135,"Sharp County, AR",Jun-20,9.6 
05,137,"Stone County, AR",Jun-20,9.5 
05,139,"Union County, AR",Jun-20,11.2 
05,141,"Van Buren County, AR",Jun-20,9.2 
05,143,"Washington County, AR",Jun-20,6.6 
05,145,"White County, AR",Jun-20,8.5 
05,147,"Woodruff County, AR",Jun-20,7.8 
05,149,"Yell County, AR",Jun-20,6.5 
06,001,"Alameda County, CA",Jun-20,13.5 
06,003,"Alpine County, CA",Jun-20,19.4 
06,005,"Amador County, CA",Jun-20,12.7 
06,007,"Butte County, CA",Jun-20,12.2 
06,009,"Calaveras County, CA",Jun-20,11.0 
06,011,"Colusa County, CA",Jun-20,18.4 
06,013,"Contra Costa County, CA",Jun-20,13.4 
06,015,"Del Norte County, CA",Jun-20,12.5 
06,017,"El Dorado County, CA",Jun-20,12.8 
06,019,"Fresno County, CA",Jun-20,14.5 
06,021,"Glenn County, CA",Jun-20,12.8 
06,023,"Humboldt County, CA",Jun-20,11.7 
06,025,"Imperial County, CA",Jun-20,27.4 
06,027,"Inyo County, CA",Jun-20,11.0 
06,029,"Kern County, CA",Jun-20,17.5 
06,031,"Kings County, CA",Jun-20,14.4 
06,033,"Lake County, CA",Jun-20,14.2 
06,035,"Lassen County, CA",Jun-20,9.4 
06,037,"Los Angeles County, CA",Jun-20,19.6 
06,039,"Madera County, CA",Jun-20,13.9 
06,041,"Marin County, CA",Jun-20,10.1 
06,043,"Mariposa County, CA",Jun-20,14.1 
06,045,"Mendocino County, CA",Jun-20,12.4 
06,047,"Merced County, CA",Jun-20,15.6 
06,049,"Modoc County, CA",Jun-20,9.8 
06,051,"Mono County, CA",Jun-20,24.7 
06,053,"Monterey County, CA",Jun-20,14.4 
06,055,"Napa County, CA",Jun-20,12.6 
06,057,"Nevada County, CA",Jun-20,13.1 
06,059,"Orange County, CA",Jun-20,13.6 
06,061,"Placer County, CA",Jun-20,11.1 
06,063,"Plumas County, CA",Jun-20,13.7 
06,065,"Riverside County, CA",Jun-20,14.7 
06,067,"Sacramento County, CA",Jun-20,13.6 
06,069,"San Benito County, CA",Jun-20,13.7 
06,071,"San Bernardino County, CA",Jun-20,13.8 
06,073,"San Diego County, CA",Jun-20,13.8 
06,075,"San Francisco County/city, CA",Jun-20,12.5 
06,077,"San Joaquin County, CA",Jun-20,15.8 
06,079,"San Luis Obispo County, CA",Jun-20,11.5 
06,081,"San Mateo County, CA",Jun-20,10.8 
06,083,"Santa Barbara County, CA",Jun-20,11.5 
06,085,"Santa Clara County, CA",Jun-20,10.7 
06,087,"Santa Cruz County, CA",Jun-20,13.1 
06,089,"Shasta County, CA",Jun-20,11.5 
06,091,"Sierra County, CA",Jun-20,11.3 
06,093,"Siskiyou County, CA",Jun-20,12.4 
06,095,"Solano County, CA",Jun-20,13.6 
06,097,"Sonoma County, CA",Jun-20,11.6 
06,099,"Stanislaus County, CA",Jun-20,15.0 
06,101,"Sutter County, CA",Jun-20,15.0 
06,103,"Tehama County, CA",Jun-20,11.8 
06,105,"Trinity County, CA",Jun-20,9.6 
06,107,"Tulare County, CA",Jun-20,17.1 
06,109,"Tuolumne County, CA",Jun-20,14.3 
06,111,"Ventura County, CA",Jun-20,12.6 
06,113,"Yolo County, CA",Jun-20,10.5 
06,115,"Yuba County, CA",Jun-20,14.3 
08,001,"Adams County, CO",Jun-20,11.7 
08,003,"Alamosa County, CO",Jun-20,9.2 
08,005,"Arapahoe County, CO",Jun-20,11.6 
08,007,"Archuleta County, CO",Jun-20,11.4 
08,009,"Baca County, CO",Jun-20,4.1 
08,011,"Bent County, CO",Jun-20,6.6 
08,013,"Boulder County, CO",Jun-20,9.6 
08,014,"Broomfield County/city, CO",Jun-20,10.2 
08,015,"Chaffee County, CO",Jun-20,9.2 
08,017,"Cheyenne County, CO",Jun-20,3.8 
08,019,"Clear Creek County, CO",Jun-20,13.0 
08,021,"Conejos County, CO",Jun-20,7.8 
08,023,"Costilla County, CO",Jun-20,10.3 
08,025,"Crowley County, CO",Jun-20,7.7 
08,027,"Custer County, CO",Jun-20,8.2 
08,029,"Delta County, CO",Jun-20,9.7 
08,031,"Denver County/city, CO",Jun-20,12.0 
08,033,"Dolores County, CO",Jun-20,10.2 
08,035,"Douglas County, CO",Jun-20,8.8 
08,037,"Eagle County, CO",Jun-20,15.8 
08,039,"Elbert County, CO",Jun-20,7.1 
08,041,"El Paso County, CO",Jun-20,10.5 
08,043,"Fremont County, CO",Jun-20,10.9 
08,045,"Garfield County, CO",Jun-20,9.7 
08,047,"Gilpin County, CO",Jun-20,19.8 
08,049,"Grand County, CO",Jun-20,13.3 
08,051,"Gunnison County, CO",Jun-20,10.9 
08,053,"Hinsdale County, CO",Jun-20,5.7 
08,055,"Huerfano County, CO",Jun-20,14.1 
08,057,"Jackson County, CO",Jun-20,5.4 
08,059,"Jefferson County, CO",Jun-20,10.5 
08,061,"Kiowa County, CO",Jun-20,4.0 
08,063,"Kit Carson County, CO",Jun-20,4.6 
08,065,"Lake County, CO",Jun-20,13.9 
08,067,"La Plata County, CO",Jun-20,10.4 
08,069,"Larimer County, CO",Jun-20,9.2 
08,071,"Las Animas County, CO",Jun-20,11.3 
08,073,"Lincoln County, CO",Jun-20,7.0 
08,075,"Logan County, CO",Jun-20,7.7 
08,077,"Mesa County, CO",Jun-20,10.1 
08,079,"Mineral County, CO",Jun-20,8.4 
08,081,"Moffat County, CO",Jun-20,9.0 
08,083,"Montezuma County, CO",Jun-20,10.3 
08,085,"Montrose County, CO",Jun-20,10.4 
08,087,"Morgan County, CO",Jun-20,8.7 
08,089,"Otero County, CO",Jun-20,8.8 
08,091,"Ouray County, CO",Jun-20,12.4 
08,093,"Park County, CO",Jun-20,8.6 
08,095,"Phillips County, CO",Jun-20,4.8 
08,097,"Pitkin County, CO",Jun-20,16.1 
08,099,"Prowers County, CO",Jun-20,6.7 
08,101,"Pueblo County, CO",Jun-20,10.9 
08,103,"Rio Blanco County, CO",Jun-20,7.9 
08,105,"Rio Grande County, CO",Jun-20,9.8 
08,107,"Routt County, CO",Jun-20,13.2 
08,109,"Saguache County, CO",Jun-20,9.8 
08,111,"San Juan County, CO",Jun-20,8.2 
08,113,"San Miguel County, CO",Jun-20,17.2 
08,115,"Sedgwick County, CO",Jun-20,5.6 
08,117,"Summit County, CO",Jun-20,16.7 
08,119,"Teller County, CO",Jun-20,11.5 
08,121,"Washington County, CO",Jun-20,5.2 
08,123,"Weld County, CO",Jun-20,10.1 
08,125,"Yuma County, CO",Jun-20,4.9 
09,001,"Fairfield County, CT",Jun-20,10.4 
09,003,"Hartford County, CT",Jun-20,10.4 
09,005,"Litchfield County, CT",Jun-20,8.5 
09,007,"Middlesex County, CT",Jun-20,8.4 
09,009,"New Haven County, CT",Jun-20,10.1 
09,011,"New London County, CT",Jun-20,12.8 
09,013,"Tolland County, CT",Jun-20,7.9 
09,015,"Windham County, CT",Jun-20,9.7 
10,001,"Kent County, DE",Jun-20,14.0 
10,003,"New Castle County, DE",Jun-20,13.0 
10,005,"Sussex County, DE",Jun-20,11.6 
11,001,District of Columbia,Jun-20,9.1 
12,001,"Alachua County, FL",Jun-20,6.5 
12,003,"Baker County, FL",Jun-20,5.9 
12,005,"Bay County, FL",Jun-20,6.9 
12,007,"Bradford County, FL",Jun-20,7.0 
12,009,"Brevard County, FL",Jun-20,8.2 
12,011,"Broward County, FL",Jun-20,11.8 
12,013,"Calhoun County, FL",Jun-20,6.2 
12,015,"Charlotte County, FL",Jun-20,9.1 
12,017,"Citrus County, FL",Jun-20,9.8 
12,019,"Clay County, FL",Jun-20,6.6 
12,021,"Collier County, FL",Jun-20,9.4 
12,023,"Columbia County, FL",Jun-20,6.8 
12,027,"DeSoto County, FL",Jun-20,5.9 
12,029,"Dixie County, FL",Jun-20,6.8 
12,031,"Duval County, FL",Jun-20,8.4 
12,033,"Escambia County, FL",Jun-20,7.9 
12,035,"Flagler County, FL",Jun-20,9.4 
12,037,"Franklin County, FL",Jun-20,6.2 
12,039,"Gadsden County, FL",Jun-20,7.4 
12,041,"Gilchrist County, FL",Jun-20,5.6 
12,043,"Glades County, FL",Jun-20,7.1 
12,045,"Gulf County, FL",Jun-20,6.8 
12,047,"Hamilton County, FL",Jun-20,8.4 
12,049,"Hardee County, FL",Jun-20,8.3 
12,051,"Hendry County, FL",Jun-20,10.6 
12,053,"Hernando County, FL",Jun-20,10.0 
12,055,"Highlands County, FL",Jun-20,8.9 
12,057,"Hillsborough County, FL",Jun-20,9.0 
12,059,"Holmes County, FL",Jun-20,6.5 
12,061,"Indian River County, FL",Jun-20,9.2 
12,063,"Jackson County, FL",Jun-20,6.9 
12,065,"Jefferson County, FL",Jun-20,6.6 
12,067,"Lafayette County, FL",Jun-20,4.8 
12,069,"Lake County, FL",Jun-20,13.8 
12,071,"Lee County, FL",Jun-20,9.6 
12,073,"Leon County, FL",Jun-20,7.0 
12,075,"Levy County, FL",Jun-20,7.3 
12,077,"Liberty County, FL",Jun-20,5.9 
12,079,"Madison County, FL",Jun-20,7.0 
12,081,"Manatee County, FL",Jun-20,8.4 
12,083,"Marion County, FL",Jun-20,8.3 
12,085,"Martin County, FL",Jun-20,7.8 
12,086,"Miami-Dade County, FL",Jun-20,11.8 
12,087,"Monroe County, FL",Jun-20,9.7 
12,089,"Nassau County, FL",Jun-20,7.2 
12,091,"Okaloosa County, FL",Jun-20,6.2 
12,093,"Okeechobee County, FL",Jun-20,6.8 
12,095,"Orange County, FL",Jun-20,16.9 
12,097,"Osceola County, FL",Jun-20,22.3 
12,099,"Palm Beach County, FL",Jun-20,10.2 
12,101,"Pasco County, FL",Jun-20,9.1 
12,103,"Pinellas County, FL",Jun-20,8.8 
12,105,"Polk County, FL",Jun-20,13.6 
12,107,"Putnam County, FL",Jun-20,9.3 
12,109,"St. Johns County, FL",Jun-20,6.8 
12,111,"St. Lucie County, FL",Jun-20,9.7 
12,113,"Santa Rosa County, FL",Jun-20,6.3 
12,115,"Sarasota County, FL",Jun-20,8.5 
12,117,"Seminole County, FL",Jun-20,10.0 
12,119,"Sumter County, FL",Jun-20,9.4 
12,121,"Suwannee County, FL",Jun-20,6.8 
12,123,"Taylor County, FL",Jun-20,7.1 
12,125,"Union County, FL",Jun-20,5.4 
12,127,"Volusia County, FL",Jun-20,9.5 
12,129,"Wakulla County, FL",Jun-20,5.6 
12,131,"Walton County, FL",Jun-20,6.8 
12,133,"Washington County, FL",Jun-20,6.8 
13,001,"Appling County, GA",Jun-20,4.6 
13,003,"Atkinson County, GA",Jun-20,4.1 
13,005,"Bacon County, GA",Jun-20,4.8 
13,007,"Baker County, GA",Jun-20,6.7 
13,009,"Baldwin County, GA",Jun-20,7.8 
13,011,"Banks County, GA",Jun-20,4.7 
13,013,"Barrow County, GA",Jun-20,6.0 
13,015,"Bartow County, GA",Jun-20,7.2 
13,017,"Ben Hill County, GA",Jun-20,7.0 
13,019,"Berrien County, GA",Jun-20,5.5 
13,021,"Bibb County, GA",Jun-20,8.6 
13,023,"Bleckley County, GA",Jun-20,7.0 
13,025,"Brantley County, GA",Jun-20,6.5 
13,027,"Brooks County, GA",Jun-20,5.4 
13,029,"Bryan County, GA",Jun-20,6.5 
13,031,"Bulloch County, GA",Jun-20,7.5 
13,033,"Burke County, GA",Jun-20,8.0 
13,035,"Butts County, GA",Jun-20,7.5 
13,037,"Calhoun County, GA",Jun-20,5.6 
13,039,"Camden County, GA",Jun-20,5.4 
13,043,"Candler County, GA",Jun-20,4.8 
13,045,"Carroll County, GA",Jun-20,7.6 
13,047,"Catoosa County, GA",Jun-20,5.0 
13,049,"Charlton County, GA",Jun-20,4.0 
13,051,"Chatham County, GA",Jun-20,9.4 
13,053,"Chattahoochee County, GA",Jun-20,6.7 
13,055,"Chattooga County, GA",Jun-20,10.3 
13,057,"Cherokee County, GA",Jun-20,6.1 
13,059,"Clarke County, GA",Jun-20,7.7 
13,061,"Clay County, GA",Jun-20,13.8 
13,063,"Clayton County, GA",Jun-20,12.7 
13,065,"Clinch County, GA",Jun-20,4.4 
13,067,"Cobb County, GA",Jun-20,7.5 
13,069,"Coffee County, GA",Jun-20,6.0 
13,071,"Colquitt County, GA",Jun-20,4.7 
13,073,"Columbia County, GA",Jun-20,5.1 
13,075,"Cook County, GA",Jun-20,4.8 
13,077,"Coweta County, GA",Jun-20,8.0 
13,079,"Crawford County, GA",Jun-20,5.9 
13,081,"Crisp County, GA",Jun-20,7.4 
13,083,"Dade County, GA",Jun-20,4.4 
13,085,"Dawson County, GA",Jun-20,5.6 
13,087,"Decatur County, GA",Jun-20,4.7 
13,089,"DeKalb County, GA",Jun-20,10.0 
13,091,"Dodge County, GA",Jun-20,6.2 
13,093,"Dooly County, GA",Jun-20,7.3 
13,095,"Dougherty County, GA",Jun-20,9.6 
13,097,"Douglas County, GA",Jun-20,9.4 
13,099,"Early County, GA",Jun-20,5.9 
13,101,"Echols County, GA",Jun-20,4.5 
13,103,"Effingham County, GA",Jun-20,6.0 
13,105,"Elbert County, GA",Jun-20,7.8 
13,107,"Emanuel County, GA",Jun-20,7.4 
13,109,"Evans County, GA",Jun-20,5.5 
13,111,"Fannin County, GA",Jun-20,4.5 
13,113,"Fayette County, GA",Jun-20,7.1 
13,115,"Floyd County, GA",Jun-20,7.0 
13,117,"Forsyth County, GA",Jun-20,5.8 
13,119,"Franklin County, GA",Jun-20,6.9 
13,121,"Fulton County, GA",Jun-20,10.2 
13,123,"Gilmer County, GA",Jun-20,5.6 
13,125,"Glascock County, GA",Jun-20,4.3 
13,127,"Glynn County, GA",Jun-20,8.3 
13,129,"Gordon County, GA",Jun-20,5.8 
13,131,"Grady County, GA",Jun-20,4.9 
13,133,"Greene County, GA",Jun-20,6.3 
13,135,"Gwinnett County, GA",Jun-20,8.1 
13,137,"Habersham County, GA",Jun-20,6.2 
13,139,"Hall County, GA",Jun-20,5.7 
13,141,"Hancock County, GA",Jun-20,9.6 
13,143,"Haralson County, GA",Jun-20,6.7 
13,145,"Harris County, GA",Jun-20,6.0 
13,147,"Hart County, GA",Jun-20,6.1 
13,149,"Heard County, GA",Jun-20,7.8 
13,151,"Henry County, GA",Jun-20,9.2 
13,153,"Houston County, GA",Jun-20,6.2 
13,155,"Irwin County, GA",Jun-20,5.8 
13,157,"Jackson County, GA",Jun-20,5.2 
13,159,"Jasper County, GA",Jun-20,5.5 
13,161,"Jeff Davis County, GA",Jun-20,5.4 
13,163,"Jefferson County, GA",Jun-20,7.0 
13,165,"Jenkins County, GA",Jun-20,6.9 
13,167,"Johnson County, GA",Jun-20,4.9 
13,169,"Jones County, GA",Jun-20,5.1 
13,171,"Lamar County, GA",Jun-20,7.3 
13,173,"Lanier County, GA",Jun-20,5.2 
13,175,"Laurens County, GA",Jun-20,7.0 
13,177,"Lee County, GA",Jun-20,5.5 
13,179,"Liberty County, GA",Jun-20,6.9 
13,181,"Lincoln County, GA",Jun-20,5.8 
13,183,"Long County, GA",Jun-20,4.9 
13,185,"Lowndes County, GA",Jun-20,6.9 
13,187,"Lumpkin County, GA",Jun-20,5.9 
13,189,"McDuffie County, GA",Jun-20,8.9 
13,191,"McIntosh County, GA",Jun-20,7.0 
13,193,"Macon County, GA",Jun-20,7.1 
13,195,"Madison County, GA",Jun-20,5.7 
13,197,"Marion County, GA",Jun-20,6.0 
13,199,"Meriwether County, GA",Jun-20,10.5 
13,201,"Miller County, GA",Jun-20,4.3 
13,205,"Mitchell County, GA",Jun-20,6.8 
13,207,"Monroe County, GA",Jun-20,6.0 
13,209,"Montgomery County, GA",Jun-20,6.0 
13,211,"Morgan County, GA",Jun-20,6.2 
13,213,"Murray County, GA",Jun-20,7.8 
13,215,"Muscogee County, GA",Jun-20,9.8 
13,217,"Newton County, GA",Jun-20,8.5 
13,219,"Oconee County, GA",Jun-20,4.6 
13,221,"Oglethorpe County, GA",Jun-20,5.3 
13,223,"Paulding County, GA",Jun-20,6.8 
13,225,"Peach County, GA",Jun-20,6.9 
13,227,"Pickens County, GA",Jun-20,5.9 
13,229,"Pierce County, GA",Jun-20,5.0 
13,231,"Pike County, GA",Jun-20,6.3 
13,233,"Polk County, GA",Jun-20,7.0 
13,235,"Pulaski County, GA",Jun-20,4.8 
13,237,"Putnam County, GA",Jun-20,8.0 
13,239,"Quitman County, GA",Jun-20,8.3 
13,241,"Rabun County, GA",Jun-20,5.8 
13,243,"Randolph County, GA",Jun-20,6.5 
13,245,"Richmond County, GA",Jun-20,8.8 
13,247,"Rockdale County, GA",Jun-20,9.2 
13,249,"Schley County, GA",Jun-20,4.4 
13,251,"Screven County, GA",Jun-20,8.8 
13,253,"Seminole County, GA",Jun-20,5.2 
13,255,"Spalding County, GA",Jun-20,8.9 
13,257,"Stephens County, GA",Jun-20,7.3 
13,259,"Stewart County, GA",Jun-20,6.1 
13,261,"Sumter County, GA",Jun-20,7.1 
13,263,"Talbot County, GA",Jun-20,8.5 
13,265,"Taliaferro County, GA",Jun-20,6.6 
13,267,"Tattnall County, GA",Jun-20,4.5 
13,269,"Taylor County, GA",Jun-20,6.5 
13,271,"Telfair County, GA",Jun-20,10.2 
13,273,"Terrell County, GA",Jun-20,8.2 
13,275,"Thomas County, GA",Jun-20,6.7 
13,277,"Tift County, GA",Jun-20,5.4 
13,279,"Toombs County, GA",Jun-20,7.2 
13,281,"Towns County, GA",Jun-20,8.3 
13,283,"Treutlen County, GA",Jun-20,6.3 
13,285,"Troup County, GA",Jun-20,9.1 
13,287,"Turner County, GA",Jun-20,7.6 
13,289,"Twiggs County, GA",Jun-20,8.0 
13,291,"Union County, GA",Jun-20,5.0 
13,293,"Upson County, GA",Jun-20,7.8 
13,295,"Walker County, GA",Jun-20,5.5 
13,297,"Walton County, GA",Jun-20,6.1 
